Year|Country|Farmer|Characteristics|Predicted Score|True Score|Model Error|URL|latitude|longitude
2011|El Salvador|Chantuc, S.A. De C.V.|cloves, acacia, floral, honey, chocolate, plum, melon, grape, stone fruits, blueberry, lemon, pepper, banana, plum, grapes, red apple, fresh bread, coffee pulp, sparking, refined, bright, lemon, plum, refreshing finish, juicy body, improved as cooled, super balanced, |89.81999969482422|90.83|1.0100003051757795|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2011/|13.794185|-88.89653
2017|Brazil|LUiS MAURO ARAÚJO MIRANDA|sugar cane, acai, honey, apricot, mango, pineapple, pumpkin pie spices, date, honey, molasses, lemongrass, crisp, tartaric, bright, juicy, malic, silky, citric, white chocolate, elegant, long finish, fresh fig, black currant, peach, |90.4499969482422|90.83|0.3800030517578108|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2017/|-14.235004|-51.92528
2012|El Salvador|Juan Jose Ernesto Menendez Arguello|top ten  floral, sweet, clean ripe fruit, spicecinnamon, honey, caramel, peach, green apple, cherry wine, plum, raisin, lemon, tartaric, stable, round, fruitdriven, brothy mouthfeel, |88.69999694824219|90.82|2.1200030517578057|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2012/|13.794185|-88.89653
2015|Honduras|Hernán Gómez Reyes|Perfume, caramel, mango, peach, winey, custard, black grapes, dates, nectarine, jasmine, white grape, spicy, Crisp, malic, tartaric, Great structure and balance, very sweet and juicy, |89.4000015258789|90.81|1.4099984741210958|https://cupofexcellence.org/directory/wpbdp_category/honduras-2015/|15.199998999999998|-86.241905
2014|Honduras|Pedro Moreno|asaam tea, ripe passionfruit, oolong tea, watermelon, clover honey, floral, coconut, jasmine, complex, vanilla, juicy, mouthwatering, effervescent, tangerine, citric elegant, lingering aftertaste, fresh, balanced, buttery, round complex, |89.9000015258789|90.81|0.909998474121096|https://cupofexcellence.org/directory/wpbdp_category/honduras-2014/|15.199998999999998|-86.241905
2018|Colombia|Alba Diela López Riascos|Green apple, grape, raspberry, peach, blueberry, cinnamon, banana, cedar, pineapple, tangerine, caramel, Tartaric, sparkling, Grapefruit, clear, cocoa liqueur, kiwi, rich, |88.72000122070312|90.79|2.0699987792968813|https://cupofexcellence.org/directory/wpbdp_category/colombia-2018/page/2/|4.570868|-74.297333
2017|Honduras|Mario Alexis Moreno Leiva|orange, black grapes, grape juice, raspberry, fresh, grapes, berry, blue berry, hibiscus, complex, long to start to finish consistent, stone fruit, lychee, |88.80999755859375|90.78|1.9700024414062511|https://cupofexcellence.org/directory/wpbdp_category/honduras-2017/|15.199998999999998|-86.241905
2017|Honduras|Mario Alexis Moreno Leiva|orange, black grapes, grape juice, raspberry, fresh, grapes, berry, blue berry, hibiscus, complex, long to start to finish consistent, stone fruit, lychee, |88.80999755859375|90.78|1.9700024414062511|https://cupofexcellence.org/directory/wpbdp_category/honduras-2017/|15.199998999999998|-86.241905
2017|Colombia|Orlando Ospina Salazar|Granadilla, raisin, passionfruit, raspberry, winy, guava, violet, rhubarb, plum, cherry, lime, improved on cool, Complex, tangerine, bright fruit, Floral, boozy, papaya, consistent, dense, |89.26000213623047|90.78|1.5199978637695324|https://cupofexcellence.org/directory/wpbdp_category/colombia-2017/|4.570868|-74.297333
2017|Colombia|Orlando Ospina Salazar|Granadilla, raisin, passionfruit, raspberry, winy, guava, violet, rhubarb, plum, cherry, lime, improved on cool, Complex, tangerine, bright fruit, Floral, boozy, papaya, consistent, dense, |89.26000213623047|90.78|1.5199978637695324|https://cupofexcellence.org/directory/wpbdp_category/colombia-2017/|4.570868|-74.297333
2016|Guatemala|Valladares Rodriguez, Inmer Abel|Floral, Fruit, Green apple, Jasmine, Orange, Peach, Apricot, Floral, Honey, Jasmine, Mango, Melon, Orange, Peach, Raspberry, Citric, Malic, Lingering, Longlasting, Smooth, Harmonious, Well balanced, Clean, Silky, Smooth, Tea Like, Honey, Sweet, |89.80000305175781|90.76|0.9599969482421926|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2016/|15.783470999999999|-90.23075899999999
2016|Guatemala|Valladares Rodriguez, Inmer Abel|Floral, Fruit, Green apple, Jasmine, Orange, Peach, Apricot, Floral, Honey, Jasmine, Mango, Melon, Orange, Peach, Raspberry, Citric, Malic, Lingering, Longlasting, Smooth, Harmonious, Well balanced, Clean, Silky, Smooth, Tea Like, Honey, Sweet, |89.80000305175781|90.76|0.9599969482421926|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2016/|15.783470999999999|-90.23075899999999
2009|Nicaragua|Francisco Noel Zeledón Centeno|light sweet caramel, lasted all the way, caramel, orange marmalade chocolate, red apple, layers of sugars, floral note, very complex, lively, razor fine, delicate acidity, elegant, with nerve, very sweet, super elegant, long lasting aftertaste, round, |89.12999725341797|90.75|1.6200027465820312|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2009/|12.865416|-85.207229
2009|Honduras|Bertilio Reyes Portillo|very sweet, milk chocolate, berry, floral, strawberry, jasmine, passionfruit, apple, pineapple, wild strawberry, mango, red currant, delicate, berries, strawberry, fragrant, juicy, candysweet, creamy mouthfeel, complex structure, rich, SWEET long finish, |89.68000030517578|90.75|1.0699996948242188|https://cupofexcellence.org/directory/wpbdp_category/honduras-2009/|15.199998999999998|-86.241905
2013|Costa Rica|Oldemar Arrieta Lobo, Marlene Brenes Morera|perfume, orange marmalade, papaya, peach, mango, cherry, strawberry, floral, jasmine, complex, refined, effervescent, clear, Body syrup, honey, full, |88.9000015258789|90.75|1.8499984741210935|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2013/|9.748917|-83.753428
2018|Brazil|Alvaro Antônio Pereira Coli|peach, honey, watermelon, black tea, brown sugar, molasses, grapefruit, caramel, cherry, bright, juicy, clean, clear, long finish, milk chocolate, phosphoric, deep flavor, citric, yellow raspberry, chewy, sweet, orange and melon, |89.43000030517578|90.74|1.3099996948242136|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2018/|-14.235004|-51.92528
2018|Guatemala|La Reforma y Asociados, S.A.|Floral, jasmine, chocolate, black tea, caramel, honey, stone fruit, apricot, melon, orange, vanilla, jasmine, Bright, citric, orange, complex, malic, tartaric, fruit, lemon, Juicy, clean, sweet, long lasting, transparent, complete, creamy, silky, caramel, honey, |89.6500015258789|90.73|1.0799984741210975|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2018|Guatemala|La Reforma y Asociados, S.A.|Floral, jasmine, chocolate, black tea, caramel, honey, stone fruit, apricot, melon, orange, vanilla, jasmine, Bright, citric, orange, complex, malic, tartaric, fruit, lemon, Juicy, clean, sweet, long lasting, transparent, complete, creamy, silky, caramel, honey, |89.6500015258789|90.73|1.0799984741210975|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2015|Guatemala|El Injerto S.A|Cinnamon, floral, dark chocolate, mango, lemon, Bright, complex, malic, Well balanced, dense, silky, |87.61000061035156|90.72|3.1099993896484364|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2015/|15.783470999999999|-90.23075899999999
2009|Bolivia|Luis Huayhua Chiji|jasmine, cherry, floral, sweet, cinnamon, strawberry, raspberry, coconut, orange spice, cocoa, raisin apple, cedar, rum, citrus, crisp, brilliant, intoxicating, complex, exotic, red wine, long aftertaste, plush, |89.0|90.71|1.7099999999999935|https://cupofexcellence.org/directory/wpbdp_category/bolivia-2009/|-16.290154|-63.588653
2018|Guatemala|Perez Perez, Wilfrido Hernán|Caramel, mango, chocolate, jasmine, orange, plum, vanilla, floral, grapefruit, lemon, almond, brown sugar, chocolate, Citric, bright, grapes, lemon, malic, complex, Long lasting, juicy, clean, sweet, improved as it cools, caramel, |88.58999633789062|90.7|2.1100036621093783|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2018|Guatemala|Perez Perez, Wilfrido Hernán|Caramel, mango, chocolate, jasmine, orange, plum, vanilla, floral, grapefruit, lemon, almond, brown sugar, chocolate, Citric, bright, grapes, lemon, malic, complex, Long lasting, juicy, clean, sweet, improved as it cools, caramel, |88.58999633789062|90.7|2.1100036621093783|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2018|Mexico|Jose Renteria Larios|Blueberry, tropical fruit, starfruit, watermelon, concord grape, cantaloupe, hibiscus tea, honey, caramel green apple, cherry cola, Complex, phosphoric, fruit cocktail acidity, Mouth watering, dessertlike, port wine, clean, complex, intense, |90.56999969482422|90.7|0.1300003051757841|https://cupofexcellence.org/directory/wpbdp_category/mexico-2018/|23.634501|-102.552784
2018|Mexico|Jose Renteria Larios|Blueberry, tropical fruit, starfruit, watermelon, concord grape, cantaloupe, hibiscus tea, honey, caramel green apple, cherry cola, Complex, phosphoric, fruit cocktail acidity, Mouth watering, dessertlike, port wine, clean, complex, intense, |90.56999969482422|90.7|0.1300003051757841|https://cupofexcellence.org/directory/wpbdp_category/mexico-2018/|23.634501|-102.552784
2011|El Salvador|J. Raul Rivera S.A. de C.V.|tangerine, black cherry, grapefruit, roses, dark fruits, blackberries, blackcurrant, hazelnut, dark chocolate, root beer, tartaric, refreshing, perfect balance of sweetness and acidity, |88.30999755859375|90.69|2.380002441406248|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2011/|13.794185|-88.89653
2014|Rwanda|Urimubenshi Antoine|cinnamon floral, red currant, caramel, apricot, tea rose, brown sugar berry, grape, strawberry, perfumy aroma, complex and well balanced juicy, structured, sparkling, creamy, dense, sugary mouthfeel, well balanced, orange finish, consistent persistence, syrupy, |89.51000213623047|90.69|1.179997863769529|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2014/|-1.940278|29.873888
2017|Brazil|JOSÉ BERNARDES SANTANA JUNIOR|Honey, melon, tea rose, flowers, violet, papaya, cardamom, grape, grapefruit plum, pineapple, ginger, black currant, Structured, sweet tartaric, granny smith apple, Caramel, sweet, crisp, syrupy sweet, crisp, |89.33999633789062|90.67|1.3300036621093767|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2017/|-14.235004|-51.92528
2017|Brazil|JOSÉ BERNARDES SANTANA JUNIOR|Honey, melon, tea rose, flowers, violet, papaya, cardamom, grape, grapefruit plum, pineapple, ginger, black currant, Structured, sweet tartaric, granny smith apple, Caramel, sweet, crisp, syrupy sweet, crisp, |89.33999633789062|90.67|1.3300036621093767|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2017/|-14.235004|-51.92528
2012|Costa Rica|Luis Alberto Monge Ureña / Oscar Alfonso Monge|AROMA jasmine bergamot peach berries citrus ,FLAVOR passion fruit orange sorbet melon mango milk chocolate peach apricot jam tarragon, tartaric red berries grape refined moderate intensity, complex finish silky mouthfeel harmonious, |90.2300033569336|90.67|0.439996643066408|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2012/|9.748917|-83.753428
2018|Brazil|Maria José Junqueira Céglia|jasmine, lemongrass, caramel, lime, bergamot, sugar cane juice, kiwi, grape, black tea, apricot jam, watermelon, peach, sugar candy, molasses, pineapple, mandarin orange, super transparent, juicy, jasmine, vibrant, bright, sparkling, multidimensional, silky body, buttery, super, super, sweet, well balanced, pleasing fruit characters, elegant, buttery body, |92.48999786376952|90.67|1.819997863769529|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2018/|-14.235004|-51.92528
2013|Honduras|Miguel Moreno Leiva|apricot, red currant, caramel, sweet, peach, grapefruit, honey, caramel, white grape, orange flavor, brown sugar, lemon tart, crisp, green apple, tartaric, peach, red current, sustained, clean, crisp, syrupy, juicy, long sweet finish, very smooth, |89.83000183105469|90.66|0.8299981689453091|https://cupofexcellence.org/directory/wpbdp_category/honduras-2013/|15.199998999999998|-86.241905
2015|Honduras|Marcelo Olvan Ventura|Red berries, caramel, cherries, red and green apple, butter, chocolate, peanuts, Reeses Peanut Butter Cup, Lively, complex, Lush body, well balanced, juicy, |88.1500015258789|90.65|2.4999984741210994|https://cupofexcellence.org/directory/wpbdp_category/honduras-2015/|15.199998999999998|-86.241905
2017|Colombia|Abdias Lasso Muñoz|Blood orange, hibiscus, mango, kiwi, blueberry, strawberry, raisins, watermelon, cinnamon, plum, cherry, red grape, honey, Malic, all the acids, Creamy, tamarind, molasses, |89.0199966430664|90.63|1.6100033569335892|https://cupofexcellence.org/directory/wpbdp_category/colombia-2017/|4.570868|-74.297333
2017|Colombia|Abdias Lasso Muñoz|Blood orange, hibiscus, mango, kiwi, blueberry, strawberry, raisins, watermelon, cinnamon, plum, cherry, red grape, honey, Malic, all the acids, Creamy, tamarind, molasses, |89.0199966430664|90.63|1.6100033569335892|https://cupofexcellence.org/directory/wpbdp_category/colombia-2017/|4.570868|-74.297333
2009|Colombia|Javier Sanjuan Gomez|Heavy dark chocolate, mango, milk chocolate, jasmine, green apple, sugar cane, vanilla butter, papaya, note of black pepper, Green apple acidity, lemon zest, tart, Quick finish, snappy ,creamy body, smooth, |87.77999877929688|90.63|2.8500012207031205|https://cupofexcellence.org/directory/wpbdp_category/colombia-north-2009/|4.570868|-74.297333
2017|Peru|Efrain Carhuallocllo Salvador|Red fruit, candied, plums, mandarin, floral, coffee flower, dates, berry jam, complex, swiss choc, vanilla, yellow apple, crystalline, berry jam, Citric, malic, bright, crisp, juicy, syrupy, sparkling, silky, peach, Marmalade, dense, compact, honey sweet, smooth mouthfeel, harmonious, integrated, spiced, character, |90.2300033569336|90.61|0.3799966430664057|https://cupofexcellence.org/directory/wpbdp_category/peru-2017/|-9.189967|-75.015152
2019|Brazil|Santuário Sul|rum, jasmine, strawberry, orange, rich sweet spiced, red wine, perfumed, complex, elegant, pomegranate, rarified, bright, lively, creamy, peach, exotic, elegant, balanced, honey, amber, aged rum, spiced, |89.80999755859375|90.61|0.8000024414062494|https://cupofexcellence.org/directory/wpbdp_category/brazil-2019/|-14.235004|-51.92528
2017|Peru|Efrain Carhuallocllo Salvador|Red fruit, candied, plums, mandarin, floral, coffee flower, dates, berry jam, complex, swiss choc, vanilla, yellow apple, crystalline, berry jam, Citric, malic, bright, crisp, juicy, syrupy, sparkling, silky, peach, Marmalade, dense, compact, honey sweet, smooth mouthfeel, harmonious, integrated, spiced, character, |90.2300033569336|90.61|0.3799966430664057|https://cupofexcellence.org/directory/wpbdp_category/peru-2017/|-9.189967|-75.015152
2010|Nicaragua|Erwin Mierisch Buitrago|honey, reisling grape, spicy, jasmine, pineapple, peach, sweet lemon, floral, tangerine, cherry, melon, walnut, crisp, tartaric, complex, dynamic, silky, clean, transparent, round, good balance, complex, |89.04000091552734|90.6|1.5599990844726506|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2010/|12.865416|-85.207229
2018|Costa Rica|Maria Elena Camacho Morales|Mulberry, mango, tangerine, apricot, peach, lychee, black currant, grapefruit, raspberry, Malic, orange, lemon, juicy, clean, refined, Cocoa finish, very sweet, long sweet finish, velvety mouthfeel, multidimensional, |90.08999633789062|90.59|0.5000036621093784|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2018/|9.748917|-83.753428
2014|Rwanda|Abaryoshyakawa coop.|honey, pear, quince jelly, caramel, floral, blueberries, plum, sugar cane, sweet lemonade apple juice as cooling grape, peach, tartaric, juicy, syrupy, clean cup, |88.41000366210938|90.59|2.1799963378906284|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2014/|-1.940278|29.873888
2014|Colombia|Pablo Emilio Montoya Caro|banana, toffee butterscotch honey suckle black current, cloves Plum, pineapple, watermelon, sweet, grape, cherry raisins, hibiscus, peach, white chocolate, toffee, caramel, complex, phosphoric, sparkling, refines, quince, better as cooled, Body HUGE, richRepresents classic Colombia n profile with richness, and heavy, clean structure, |90.8499984741211|90.59|0.25999847412109034|https://cupofexcellence.org/directory/wpbdp_category/colombia-south-2014/|4.570868|-74.297333
2018|Costa Rica|Maria Elena Camacho Morales|Mulberry, mango, tangerine, apricot, peach, lychee, black currant, grapefruit, raspberry, Malic, orange, lemon, juicy, clean, refined, Cocoa finish, very sweet, long sweet finish, velvety mouthfeel, multidimensional, |90.08999633789062|90.59|0.5000036621093784|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2018/|9.748917|-83.753428
2014|Honduras|Armando Bautista|muscat grape, floral, lavender, honey, plum, peach, berry mango, hibiscus pineapple, citric, tartaric, structured, fresh lime, toffee, very sweet, pleasing texture, complex, |88.80000305175781|90.58|1.7799969482421858|https://cupofexcellence.org/directory/wpbdp_category/honduras-2014/|15.199998999999998|-86.241905
2009|Guatemala|Benjamin Villatoro|vanilla, banana, floral, peach, orange, perfume, spicy cantaloupe, caramel, peaches, cherry, red fruit, refined, delicate, clear, crisp, brisk, grape like, transparent, nice texture, buttery, mouthfeel, creamy, structured, nice balance, complete, |88.4800033569336|90.58|2.0999966430664045|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2009/|15.783470999999999|-90.23075899999999
2019|El Salvador|J. RAUL RIVERA S.A. DE C.V.|Black tea, black currant, dark chocolate, blueberry, slight jasmine, jammy, strawberry, orange peel, lychee, cognac, wine, Structured, refined, elegant, Long lingering aftertaste, big mouthfeel, improved as cooled, transparent, clean, exotic, |89.80999755859375|90.57|0.7600024414062432|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2019/|13.794185|-88.89653
2018|El Salvador|J. Raul Rivera S.A. De C.V.|Berry, floral, candy, apricot ,dark chocolate, floral, spice, grape, tropical, Tartaric, bright, transparent, lime, pineapple, Round, buttery, velvety, juicy, refined, |87.91999816894531|90.57|2.6500018310546807|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2018/|13.794185|-88.89653
2019|El Salvador|J. RAUL RIVERA S.A. DE C.V.|Black tea, black currant, dark chocolate, blueberry, slight jasmine, jammy, strawberry, orange peel, lychee, cognac, wine, Structured, refined, elegant, Long lingering aftertaste, big mouthfeel, improved as cooled, transparent, clean, exotic, |89.80999755859375|90.57|0.7600024414062432|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2019/|13.794185|-88.89653
2018|El Salvador|J. Raul Rivera S.A. De C.V.|Berry, floral, candy, apricot ,dark chocolate, floral, spice, grape, tropical, Tartaric, bright, transparent, lime, pineapple, Round, buttery, velvety, juicy, refined, |87.91999816894531|90.57|2.6500018310546807|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2018/|13.794185|-88.89653
2018|Burundi|Bucumi Casimile Ð GREENCO|Green apple, nectarine, dark chocolate, black currant, raisin, black grapes, orange, orange peel, earl grey, lemon, grapefruits, pineapple, Sparkling, citric, Soft, velvet, good body, structured, |88.30000305175781|90.57|2.2699969482421807|https://cupofexcellence.org/directory/wpbdp_category/burundi-2018/|-3.3730559999999996|29.918885999999997
2018|Burundi|Bucumi Casimile Ð GREENCO|Green apple, nectarine, dark chocolate, black currant, raisin, black grapes, orange, orange peel, earl grey, lemon, grapefruits, pineapple, Sparkling, citric, Soft, velvet, good body, structured, |88.30000305175781|90.57|2.2699969482421807|https://cupofexcellence.org/directory/wpbdp_category/burundi-2018/|-3.3730559999999996|29.918885999999997
2017|Mexico|Guillermo Rivas Diaz|red and green apple, lemongrass, black cherry, jasmine, dried fruits, cranberry, pineapple, winey, berry, raisin, red wine, passion fruit, chocolate, tartaric, intense, bright and citric, phosphoric, sparkling, crisp, velvety mouthfeel, elegant and balanced, umami, passion fruit, creamy body, rounded finish, complex, lavender, good intensity, |90.37999725341795|90.57|0.19000274658202446|https://cupofexcellence.org/directory/wpbdp_category/mexico-2017/|23.634501|-102.552784
2017|Mexico|Guillermo Rivas Diaz|red and green apple, lemongrass, black cherry, jasmine, dried fruits, cranberry, pineapple, winey, berry, raisin, red wine, passion fruit, chocolate, tartaric, intense, bright and citric, phosphoric, sparkling, crisp, velvety mouthfeel, elegant and balanced, umami, passion fruit, creamy body, rounded finish, complex, lavender, good intensity, |90.37999725341795|90.57|0.19000274658202446|https://cupofexcellence.org/directory/wpbdp_category/mexico-2017/|23.634501|-102.552784
2018|Guatemala|Monterroso Pineda José Roberto|Peach, wine, berries, plum, chocolate, orange, honey, peach, caramel, cherry, cranberry, grapefruit, mandarin, mango, melon, plum, red apple, Complex, grapes, green apple, citric, effervescent, fruit, lively, Juicy, clean, creamy, honey, sweet, juicy, long lasting, chocolate, persistent, |90.13999938964844|90.53|0.3900006103515637|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2012|Burundi|MPFUBUSA Déo-Bède|peach, nectarine, red cherry, pear, red apple, strawberry, redcurrant, candied fruit, black tea, cascara, candied ginger, sugar cane juice, honey, tangerine, blood orange, complex fruit acidity, rounded, juicy long finish velvety, jammy, delicate, silky, viscose, complex, |90.61000061035156|90.53|0.08000061035156136|https://cupofexcellence.org/directory/wpbdp_category/burundi-2012/|-3.3730559999999996|29.918885999999997
2018|Rwanda|Yandagiye Marthe|chocolate, peach, honey, vanilla, watermelon, black currant, rose, lavender, jasmine, cinnamon, green tea finish, long finish, grapefruit, green apple, white stone fruit, nectarine Key lime,, citric and malic balanced, sparkling, complex,, super clean, sweetness right up front, consistent, cinnamon finish, honey water,, |90.62999725341795|90.53|0.0999972534179676|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/|-1.940278|29.873888
2018|Rwanda|Yandagiye Marthe|chocolate, peach, honey, vanilla, watermelon, black currant, rose, lavender, jasmine, cinnamon, green tea finish, long finish, grapefruit, green apple, white stone fruit, nectarine Key lime,, citric and malic balanced, sparkling, complex,, super clean, sweetness right up front, consistent, cinnamon finish, honey water,, |90.62999725341795|90.53|0.0999972534179676|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/|-1.940278|29.873888
2018|Colombia|Lucas German Melo|Jackfruit, papaya, black currant, apple, grapefruit, mandarine, raisin, plum, prune, fig, brothy, chocolate, honey, Tartaric, malic, Balanced, creamy, notably clean, long aftertaste, round, |89.36000061035156|90.53|1.1699993896484386|https://cupofexcellence.org/directory/wpbdp_category/colombia-2018/page/2/|4.570868|-74.297333
2018|Guatemala|Monterroso Pineda José Roberto|Peach, wine, berries, plum, chocolate, orange, honey, peach, caramel, cherry, cranberry, grapefruit, mandarin, mango, melon, plum, red apple, Complex, grapes, green apple, citric, effervescent, fruit, lively, Juicy, clean, creamy, honey, sweet, juicy, long lasting, chocolate, persistent, |90.13999938964844|90.53|0.3900006103515637|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/|15.783470999999999|-90.23075899999999
2010|Nicaragua|José René Paguaga Midense|plum, walnut, orange blossom, violet, grapefruit, sage, pineapple, green apple, dried apricot, strawberry, bright, clean, complex, well balanced, sweet finish of berries, complex and consistent, |88.80999755859375|90.52|1.7100024414062458|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2010/|12.865416|-85.207229
2016|Brazil|Homero Aguiar Paiva|Candy, grape juice, milk chocolate, honey, brown sugar, starfruit, cinnamon, desert wine, tangerine, blood orange, berry, white wine, Citric, tartaric, complex sparkling, winey, Big juicy, coffee, rich, smooth, creamy, juicy, very long aftertaste, |90.11000061035156|90.5|0.3899993896484375|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2016/|-14.235004|-51.92528
2016|Brazil|Homero Aguiar Paiva|Candy, grape juice, milk chocolate, honey, brown sugar, starfruit, cinnamon, desert wine, tangerine, blood orange, berry, white wine, Citric, tartaric, complex sparkling, winey, Big juicy, coffee, rich, smooth, creamy, juicy, very long aftertaste, |90.11000061035156|90.5|0.3899993896484375|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2016/|-14.235004|-51.92528
2017|Mexico|Coordinadora De Productores De La Zona Centro Del Estado De Veracruz Sc De Rl De Cv|jasmine, honeysuckle, apricot, red berry, apple pie, tangerine, fresh blueberry, apple, grapes, orange, muscavor, watermelon candy, cotton candy, brown sugar, milk chocolate, juicy, red currant, cassis, tropical, juicy, red apple, refined, thirst quenching, balanced, citric and malic, sweetheart candy hot to cold, well rounded, good balance, tropical, full bodied, black currant, sweet, orangechocolate, consistent all the way through, cascara, mandarin orange, jasmine, |90.66000366210938|90.5|0.160003662109375|https://cupofexcellence.org/directory/wpbdp_category/mexico-2017/|23.634501|-102.552784
2017|Nicaragua|Gonzalo Adán Castillo Moreno|Cinnamon, peach, cherries, raspberry, stone fruits, rum chocolate, hazelnuts, raisins, fig, pineapple, peach, lime, Lactic, complex fruits, balanced, Transparent, longlasting, balanced, improves as it cooled, strawberry, winey aftertaste, |90.04000091552734|90.5|0.4599990844726562|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2017/|12.865416|-85.207229
2017|Nicaragua|Gonzalo Adán Castillo Moreno|Cinnamon, peach, cherries, raspberry, stone fruits, rum chocolate, hazelnuts, raisins, fig, pineapple, peach, lime, Lactic, complex fruits, balanced, Transparent, longlasting, balanced, improves as it cooled, strawberry, winey aftertaste, |90.04000091552734|90.5|0.4599990844726562|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2017/|12.865416|-85.207229
2017|Mexico|Coordinadora De Productores De La Zona Centro Del Estado De Veracruz Sc De Rl De Cv|jasmine, honeysuckle, apricot, red berry, apple pie, tangerine, fresh blueberry, apple, grapes, orange, muscavor, watermelon candy, cotton candy, brown sugar, milk chocolate, juicy, red currant, cassis, tropical, juicy, red apple, refined, thirst quenching, balanced, citric and malic, sweetheart candy hot to cold, well rounded, good balance, tropical, full bodied, black currant, sweet, orangechocolate, consistent all the way through, cascara, mandarin orange, jasmine, |90.66000366210938|90.5|0.160003662109375|https://cupofexcellence.org/directory/wpbdp_category/mexico-2017/|23.634501|-102.552784
2019|Colombia|Arley Delgado Ortiz|Cinnamon, peach, raspberry, tangerine, mango, banana, molasses, cherry, honey, strawberry preserves, red berry, red wine, Tartaric, citric, Brown sugar, bright, syrupy, winey and exotic, |89.02999877929688|90.5|1.470001220703125|https://cupofexcellence.org/directory/wpbdp_category/colombia-north-2019/page/2/|4.570868|-74.297333
2017|Peru|Fredy Bermeo Guevara|Peach, vanilla, red fruits, cola, cherry coke, grape, white wine, fig, dark chocolate, red wine, Muscat, strawberry, stewed fruit, lychee, peach, nectarine, pineapple, black currant, Lime, malic, crisp, sweet acidity, bright, Silky, transparent, lemon peel, buttery, velvety, juicy, orange, orange, candy, lemon juice, round body, caramel, |91.08999633789062|90.48|0.609996337890621|https://cupofexcellence.org/directory/wpbdp_category/peru-2017/|-9.189967|-75.015152
2017|Peru|Fredy Bermeo Guevara|Peach, vanilla, red fruits, cola, cherry coke, grape, white wine, fig, dark chocolate, red wine, Muscat, strawberry, stewed fruit, lychee, peach, nectarine, pineapple, black currant, Lime, malic, crisp, sweet acidity, bright, Silky, transparent, lemon peel, buttery, velvety, juicy, orange, orange, candy, lemon juice, round body, caramel, |91.08999633789062|90.48|0.609996337890621|https://cupofexcellence.org/directory/wpbdp_category/peru-2017/|-9.189967|-75.015152
2010|El Salvador|Maria Elena Avila Magaña De Muyshondt| spicy cinnamon ,brown sugar, orange zest, apricot, tea mandarin red wine, bittersweet dark chocolate, sweet tobacco, fruit basket, crisp, alive, defining structure, transparency, multidimensional, complex, exotic with structure, fruit acidity, |89.66999816894531|90.48|0.8100018310546915|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2010/|13.794185|-88.89653
2019|Brazil|André Luiz Alvarenga Garcia|jackfruit, mango, winelike, grape, cherry, strawberry, tropical fruit, fig and prune, fresh raisin, passion fruit, cocoa nib, jaboticaba, blackberry, intense, tartaric, malic, lively, silky, syrupy, long lasting, caraway seed, |88.7300033569336|90.47|1.7399966430664051|https://cupofexcellence.org/directory/wpbdp_category/brazil-2019/|-14.235004|-51.92528
